verse_key,translation
55:16,nikmat tuhan mana dusta
55:17,tuhan pelihara timur tuhan pelihara barat
55:18,nikmat tuhan mana dusta
55:19,biar laut alir temu
55:20,batas lampau
55:21,nikmat tuhan mana dusta
55:22,mutiara marjan
55:23,nikmat tuhan mana dusta
55:24,layar laut
55:25,nikmat tuhan mana dusta
55:26,bumi binasa
55:27,wajah tuhan milik besar mulia kekal
55:28,nikmat tuhan mana dusta
55:29,langit bumi sibuk
55:30,nikmat tuhan mana dusta
55:31,perhati sepenuh kepada golong manusia jin
55:32,nikmat tuhan mana dusta
55:33,golong jin manusia sanggup tembus lintas penjuru langit bumi tembus tembus kecuali kuat allah
55:34,nikmat tuhan mana dusta
55:35,jin manusia kirim nyala api cair tembaga panas selamat dari
55:36,nikmat tuhan mana dusta
55:37,langit belah merah mawar kilau minyak
55:38,nikmat tuhan mana dusta
55:39,manusia jin dosa
55:40,nikmat tuhan mana dusta
55:41,dosa renggut kaki
55:42,nikmat tuhan mana dusta
55:43,neraka jahanam dusta dosa
55:44,keliling air didih
55:45,nikmat tuhan mana dusta
55:46,takut hadap tuhan surga
55:47,nikmat tuhan mana dusta
55:48,surga aneka pohon
55:49,nikmat tuhan mana dusta
55:50,surga buah mata air pancar
55:51,nikmat tuhan mana dusta
55:52,surga aneka
55:53,nikmat tuhan mana dusta
55:54,sandar permadani dalam sutera tebal surga petik
55:55,nikmat tuhan mana dusta
55:56,surga batas pandang sentuh manusia jin
55:57,nikmat tuhan mana dusta
55:58,permata yakut marjan
55:59,nikmat tuhan mana dusta
55:60,balas baik baik
55:61,nikmat tuhan mana dusta
55:62,surga surga
55:63,nikmat tuhan mana dusta
55:64,surga hijau tua warna
55:65,nikmat tuhan mana dusta
55:66,surga buah mata air pancar
55:67,nikmat tuhan mana dusta
55:68,surga kurma delima
55:69,nikmat tuhan mana dusta
55:70,jelita
55:71,nikmat tuhan mana dusta
55:72,pelihara
55:73,nikmat tuhan mana dusta
55:74,sentuh manusia jin
55:75,nikmat tuhan mana dusta
55:76,sandar hijau indah
55:77,nikmat tuhan mana dusta
55:78,mahasuci nama tuhan milik agung mulia
56:1,kiamat
56:2,dusta sangkal
56:3,jadi rendah golong tinggi golong
56:4,bumi guncang
56:5,dihancurluluhkan
56:6,debu bangan
56:7,golong
56:8,golong kanan alangkah mulia golong kanan
56:9,golong kiri alangkah sengsara golong kiri
56:10,iman masuk surga
56:11,orang allah
56:12,surga nikmat
56:13,golong
56:14,golong
56:15,bertahtakan emas permata
56:16,sandar atas
56:17,keliling muda muda
56:18,bawa gelas cerek sloki piala isi minum ambil air alir
56:19,pening mabuk
56:20,pilih
56:21,daging burung
56:22,mata indah
56:23,laksana mutiara simpan
56:24,balas kerja
56:25,dengar cakap timbul dosa
56:26,dengar ucap salam
56:27,golong kanan golong kanan
56:28,pohon bidara dur
56:29,pohon pisang buah
56:30,naung bentang luas
56:31,air alir
56:32,
56:33,henti buah larang ambil
56:34,tebal empuk
56:35,cipta langsung
56:36,jadi
56:37,penuh cinta baya umur
56:38,golong kanan
56:39,golong
56:40,golong orang
56:41,golong kiri alangkah sengsara golong kiri
56:42,siksa angin panas air didih
56:43,naung asap hitam
56:44,sejuk senang
56:45,sungguh hidup
56:46,dosa
56:47,mati tanah bangkit
56:48,nenek moyang bangkit
56:49,ya sungguh
56:50,kumpul maklum
56:51,sungguh sesat dusta
56:52,makan pohon zaqqum
56:53,penuh perut dengan
56:54,minum air panas
56:55,minum unta haus minum
56:56,hidang balas
56:57,cipta benar bangkit
56:58,ada perhati benih manusia pancar
56:59,kamu cipta cipta
56:60,tentu mati lemah
56:61,ganti dunia bangkit kelak akhirat tahu
56:62,sungguh cipta ambil ajar
56:63,pernah perhati benih tanam
56:64,kamu tumbuh tumbuh
56:65,hendak niscaya hancur lumat heran cengang
56:66,sungguh derita rugi
56:67,hasil
56:68,pernah perhati air minum
56:69,kamu turun awan turun
56:70,niscaya jadi asin syukur
56:71,pernah perhati api nyala kayu
56:72,kamu tumbuh kayu tumbuh
56:73,jadi api ingat bahan guna musafir
56:74,tasbih sebut nama tuhan mahabesar
56:75,sumpah edar
56:76,sungguh sumpah
56:77,sungguh mulia
56:78,kitab pelihara lauh mahfuzh
56:79,sentuh suci
56:80,turun tuhan alam
56:81,anggap remeh berita
56:82,jadi rezeki terima allah dusta
56:83,cegah nyawa kerongkongan
56:84,
56:85,
56:86,asai allah
56:87,kembali nyawa orang
56:88,orang mati dekat allah
56:89,oleh tenteram rezeki surga penuh nikmat
56:90,golong kanan
56:91,salam bagi golong kanan sambut malaikat
56:92,golong orang dusta sesat
56:93,sambut siram air didih
56:94,bakar neraka
56:95,sungguh yakin
56:96,tasbih sebut nama tuhan mahabesar
57:1,langit bumi tasbih allah mahaperkasa mahabijaksana
57:2,raja langit bumi hidup mati mahakuasa
57:3,zahir batin maha
57:4,cipta langit bumi enam semayam arsy masuk bumi dalam turun langit allah maha kerja
57:5,raja langit bumi allah urus kembali
57:6,masuk malam siang masuk siang malam maha isi hati
57:7,rim allah infak jalan allah harta jadi kuasa amanah iman infak harta jalan allah oleh pahala
57:8,iman allah rasul ajak iman tuhan ambil janji setia mu mukmin
57:9,turun terang muhammad keluar gelap cahaya sungguh allah maha santun maha sayang
57:10,infak harta jalan allah milik allah pusaka langit bumi orang infak harta jalan allah perang takluk mekah derajat infak harta perang allah janji balas allah mahateliti kerja
57:11,barangsiapa pinjam allah pinjam allah kembali lipat ganda untuk bagi pahala mulia
57:12,engkau iman perempuan betapa cahaya sinar samping kanan berita gembira untuk alir bawah kekal dalam menang agung
57:13,munafik perempuan iman tunggu ambil kembali cari cahaya untuk pasang dinding pisah pintu belah rahmat luar azab
57:14,munafik panggil mukmin celaka diri tunggu ragu janji allah tipu kosong tetap allah tipu setan daya allah
57:15,terima tebus kafir neraka lindung
57:16,tiba iman khusyuk allah patuh benar wahyu laku terima kitab hati keras fasik
57:17,tahu allah hidup bumi mati kering sungguh kepada besar erti
57:18,sungguh sedekah perempuan pinjam allah pinjam dilipatgandakan balas pahala mulia
57:19,iman allah tulus hati cinta benar sisi tuhan hak pahala cahaya kafir dusta neraka
57:20,tahu sungguh hidup dunia main sendagurauan hias bangga lomba kaya anak turun hujan kagum tani tanam kering lihat warna kuning hancur akhirat azab keras ampun allah hidup dunia senang palsu
57:21,ampun tuhan surga luas luas langit bumi sedia iman allah karunia allah hendak allah karunia
57:22,bencana timpa bumi timpa diri tulis kitab lauh mahfuzh wujud sungguh mudah allah
57:23,sedih hati luput gembira kepada allah suka orang sombong bangga
57:24,kikir suruh orang buat kikir barangsiapa paling allah sungguh allah mahakaya maha puji
57:25,sungguh utus nyata turun kitab neraca adil manusia laku adil cipta besi kuat hebat manfaat manusia allah tolong agama allah lihat sungguh allah mahakuat mahaperkasa
57:26,sungguh utus nuh ibrahim nabi kitab wahyu turun terima tunjuk fasik
57:27,susul ikut jejak susul isa putra maryam injil jadi santun kasih sayang hati ikut rahbaniyyah wajib wajib cari rida allah pelihara mesti iman pahala fasik
57:28,iman takwa allah rim muhammad niscaya allah kepada jadi cahaya untuk cahaya jalan ampun allah maha kam maha sayang
57:29,ahli kitab karunia allah iman muhammad karunia tangan allah beri hendak allah karunia
58:1,sungguh allah dengar ucap perempuan aju gugat kepada muhammad suami adu hal allah allah dengar cakap dua sungguh allah maha dengar maha
58:2,menzihar istri anggap istri ibu istri ibu perempuan lahir sungguh kata mungkar dusta sungguh allah maha maaf maha kam
58:3,menzihar istri tarik ucap wajib merdeka budak suami istri campur ajar kepada allah mahateliti kerja
58:4,barangsiapa merdeka hamba sahaya wajib puasa campur barangsiapa wajib makan enam puluh orang miskin iman allah allah ingkar azab pedih
58:5,sungguh tentang allah hina hina sungguh turun nyata ingkar azab hina
58:6,bangkit allah kerja allah hitung amal buat lupa allah maha saksi
58:7,engkau perhati allah langit bumi bicara rahasia orang empat orang enam berita kiamat kerja sungguh allah maha
58:8,engkau perhati larang ada bicara rahasia larang ada bicara rahasia buat dosa musuh durhaka rasul kepada muhammad salam tentu allah untuk allah siksa neraka jahanam masuk neraka
58:9,iman ada bicara rahasia bicara buat dosa musuh durhaka rasul bicara buat kebaji takwa takwa allah kumpul
58:10,sungguh bicara rahasia buat setan iman sedih hati bicara bencana kecuali izin allah allah iman tawakal
58:11,iman kepada ilah lapang lapang niscaya allah lapang untuk diri diri niscaya allah angkat derajat iman antara ilmu derajat allah mahateliti kerja
58:12,iman ada bicara khusus rasul keluar sedekah orang miskin bicara bagi bersih oleh sedekah sungguh allah maha kam maha sayang
58:13,takut miskin sedekah bicara rasul laku allah ampun kepada laksana salat tunai zakat taat allah allah mahateliti kerja
58:14,engkau perhati munafik jadi kaum murka allah sahabat kaum kaum sumpah bohong tahu
58:15,allah sedia azab keras sungguh betapa buruk kerja
58:16,jadi perisai manusia jalan allah azab hina
58:17,harta benda guna tolong azab allah huni neraka kekal dalam
58:18,ingat bangkit allah sumpah orang musyrik sumpah kepada sangka oleh manfaat tahu dusta
58:19,setan kuasa jadi lupa allah golong setan tahu golong setan golong rugi
58:20,sungguh tentang allah hina
58:21,allah tetap sungguh allah mahakuat mahaperkasa
58:22,engkau muhammad kaum iman allah akhirat kasih sayang tentang allah bapak anak saudara keluarga hati tanam allah iman allah kuat tolong surga alir bawah kekal dalam allah rida puas limpah rahmat golong allah ingat sungguh golong allah untung
59:1,langit bumi tasbih allah mahaperkasa mahabijaksana
59:2,keluar kafir ahli kitab kampung halaman usir sangka tahan siksa allah allah siksa arah allah tanam takut hati musnah tangan tangan mukmin ambil jadi ajar pandang
59:3,allah tetap usir allah azab dunia akhirat azab neraka
59:4,sungguh tentang allah barangsiapa tentang allah sungguh allah keras
59:5,tebang pohon kurma milik kafir biar tumbuh diri pokok izin allah hina fasik
59:6,harta rampas fai allah kuda unta dapat allah kuasa hendak allah mahakuasa
59:7,harta rampas fai allah asal duduk negeri allah rasul kerabat rasul yatim miskin jalan harta edar kaya rasul kepada terima larang bagi tinggal takwa allah sungguh allah keras
59:8,harta rampas fakir hijrah usir kampung halaman tinggal harta benda cari karunia allah rida tolong agama allah
59:9,ansar tempat kota madinah iman datang muhajirin cinta orang hijrah taruh hati muhajirin utama muhajirin jaga kikir untung
59:10,muhajirin ansar doa ya tuhan ampun iman engkau tanam dengki hati iman ya tuhan sungguh engkau maha santun maha sayang
59:11,engkau perhati munafik kafir ahli kitab sungguh usir niscaya patuh rang allah saksi dusta
59:12,sungguh usir munafik tolong tolong paling lari tolong
59:13,sungguh hati muslimin takut allah erti
59:14,rang kecuali benteng tembok musuh hebat satu hati pecah belah erti
59:15,yahudi selang rasa akibat buruk usir sebab buat azab pedih
59:16,bujuk munafik bujuk setan manusia kafir manusia kafir sungguh lepas sungguh takut allah tuhan alam
59:17,sudah masuk neraka kekal dalam balas zalim
59:18,iman takwa allah orang perhati esok akhirat takwa allah sungguh allah mahateliti kerja
59:19,lupa allah allah jadi lupa fasik
59:20,huni neraka huni surga huni surga oleh menang
59:21,turun gunung tunduk pecah belah sebab takut allah manusia pikir
59:22,allah tuhan gaib nyata maha asih maha sayang
59:23,allah tuhan maharaja mahasuci mahasejahtera jaga aman pelihara selamat mahaperkasa mahakuasa milik agung mahasuci allah sekutu
59:24,allah cipta ada bentuk rupa milik indah langit bumi tasbih mahaperkasa mahabijaksana
60:1,iman jadi musuh setia muhammad kasih sayang ingkar benar kepada usir rasul iman allah tuhan jihad cari buat memberitahukan rahasia muhammad kasih sayang sembunyi nyata barangsiapa laku sungguh sesat jalan lurus
60:2,tangkap niscaya tindak musuh bagi lepas tangan lidah kepada sakit kafir
60:3,kaum kerabat manfaat bagi kiamat pisah allah maha kerja
60:4,sungguh suri teladan bagi ibrahim dengan kaum sungguh lepas sembah allah ingkar kafir mu nyata musuh benci iman allah kecuali kata ibrahim ayah sungguh mohon ampun bagi tolak siksa allah ibrahim ya tuhan engkau tawakal engkau tobat engkau
60:5,ya tuhan engkau jadi sasar fitnah kafir ampun ya tuhan sungguh engkau mahaperkasa mahabijaksana
60:6,sungguh ibrahim umat suri teladan bagi orang harap pahala allah selamat barangsiapa paling sungguh allah mahakaya maha puji
60:7,allah timbul kasih sayang musuh allah mahakuasa allah maha kam maha sayang
60:8,allah larang buat laku adil merang urus agama usir kampung halaman sungguh allah cinta laku adil
60:9,sungguh allah larang jadi kawan rang urus agama usir kampung halaman bantu orang usir barangsiapa jadi kawan zalim
60:10,iman mukmin hijrah kepada uji iman allah iman iman kembali kafir halal kafir kafir halal beri suami mahar dosa bagi nikah bayar mahar pegang tali nikah kafir mahar suami kafir biar mahar bayar mantan istri iman hukum allah allah maha mahabijaksana
60:11,kembali mahar selesai lari kafir kalah beri harta rampas istri lari mahar takwa allah iman
60:12,nabi mukmin kepada ada bai at janji setia sekutu allah curi zina bunuh buat dusta tangan kaki durhaka urus terima janji setia mohon ampun allah sungguh allah maha kam maha sayang
60:13,iman jadi murka allah tolong sungguh putus asa akhirat kafir kubur putus asa
61:1,langit bumi tasbih allah mahaperkasa mahabijaksana
61:2,iman kerja
61:3,benci sisi allah kerja
61:4,sungguh allah cinta perang baris atur bangun susun kokoh
61:5,ingat musa kaum kaum sakit sungguh sungguh utus allah kepada paling benar allah maling hati allah tunjuk kaum fasik
61:6,ingat isa putra maryam bani israil sungguh utus allah kepada benar kitab turun belum taurat kabar gembira rasul telah nama ahmad muhammad rasul bawa nyata sihir nyata
61:7,zalim orang bohong allah ajak agama islam allah tunjuk zalim
61:8,madam cahaya agama allah mulut allah sempurna kafir benci
61:9,utus bawa tunjuk agama menang agama musyrik benci
61:10,iman mau tunjuk dagang selamat azab pedih
61:11,iman allah jihad jalan allah harta jiwa
61:12,niscaya allah ampun masuk surga alir bawah tinggal surga adn menang agung
61:13,karunia suka tolong allah menang sampai berita gembira mukmin
61:14,iman agama allah isa putra maryam setia tegak agama allah setia agama allah golong bani israil iman golong kafir kuat iman menang
62:1,langit bumi senantiasa tasbih allah maharaja mahasuci mahaperkasa mahabijaksana
62:2,utus rasul kaum buta huruf kalang baca suci jiwa ajar kitab hikmah sunnah sesat nyata
62:3,kaum hubung mahaperkasa mahabijaksana
62:4,karunia allah hendak allah milik karunia
62:5,umpama tugas bawa taurat bawa amal keledai bawa tebal buruk umpama kaum dusta allah allah tunjuk zalim
62:6,muhammad yahudi kasih allah harap mati orang
62:7,harap mati sebab jahat buat tangan allah maha zalim
62:8,sungguh mati lari temu kembali allah gaib nyata berita kepada kerja
62:9,iman seru laksana salat jum at segera allah tinggal jual beli bagi
62:10,salat laksana tebar bumi cari karunia allah ingat allah untung
62:11,dagang main tinggal engkau muhammad diri khotbah sisi allah main dagang allah beri rezeki baik
63:1,munafik kepada muhammad aku engkau rasul allah engkau allah saksi munafik dusta
63:2,jadi perisai manusia jalan allah sungguh betapa buruk kerja
63:3,sungguh iman kafir hati kunci erti
63:4,engkau tubuh kagum engkau dengar kayu sandar ria musuh waspada allah binasa paling benar
63:5,mari iman rasulullah mohon ampun bagi buang muka engkau lihat paling sombong
63:6,engkau muhammad mohon ampun engkau mohon ampun allah ampun sungguh allah tunjuk fasik
63:7,ansar sedekah muhajirin sisi rasulullah bubar tinggal rasulullah milik bendahara langit bumi munafik paham
63:8,sungguh madinah perang bani mustalik orang kuat usir lemah kuat allah mukmin munafik
63:9,iman harta benda lalai allah barangsiapa buat rugi
63:10,infak kepada mati salah sali ya tuhan engkau kenan tunda mati ku sedekah saleh
63:11,allah tunda mati mati allah mahateliti kerja
64:1,langit bumi senantiasa tasbih allah raja puji mahakuasa
64:2,cipta kafir mukmin allah maha kerja
64:3,cipta langit bumi tuju bentuk rupa bagus rupa
64:4,langit bumi rahasia nyata allah maha isi hati
64:5,kepada kafir berita kafir rasa akibat buruk buat oleh azab pedih
64:6,sungguh bawa manusia tunjuk ingkar paling allah allah mahakaya maha puji
64:7,kafir bangkit muhammad tuhan bangkit berita mudah allah
64:8,rim allah cahaya turun allah mahateliti kerja
64:9,ingat allah kumpul himpun ungkap barangsiapa iman allah kebaji niscaya allah hapus masuk surga alir bawah kekal dalam menang agung
64:10,kafir dusta huni neraka kekal dalam
64:11,musibah timpa kecuali izin allah barangsiapa iman allah niscaya allah tunjuk hati allah maha
64:12,taat allah taat rasul paling sungguh wajib rasul amanah allah terang
64:13,allah tuhan mukmin tawakal allah
64:14,iman sungguh musuh bagi maaf santun ampun sungguh allah maha kam maha sayang
64:15,sungguh harta coba bagi sisi allah pahala
64:16,takwa allah sanggup dengar taat infak harta diri jaga kikir untung
64:17,pinjam allah pinjam niscaya melipatgandakan balas untuk ampun allah maha syukur maha santun
64:18,gaib nyata mahaperkasa mahabijaksana
65:1,nabi cerai cerai hadap idah wajar hitung idah takwa allah tuhan keluar rumah izin kecuali buat keji allah barangsiapa langgar allah sungguh buat zalim barangkali allah ada tentu
65:2,dekat idah rujuk lepas saksi orang saksi adil tegak saksi allah ajar orang iman allah akhirat barangsiapa takwa allah niscaya buka jalan bagi
65:3,beri rezeki arah barangsiapa tawakal allah niscaya allah cukup perlu nya sungguh allah laksana sungguh allah ada tentu
65:4,haid menopause idah idah haid hamil idah lahir kandung barangsiapa takwa allah niscaya jadi mudah bagi urus
65:5,perintah allah barangsiapa takwa allah niscaya allah hapus melipatgandakan pahala bagi
65:6,tempat istri tempat tinggal mampu susah sempit hati talak hamil beri nafkah lahir susu mu beri imbal musyawarah temu sulit perempuan susu anak untuk
65:7,orang luas nafkah mampu orang batas rezeki nafkah harta allah allah beban sesuai allah allah kelak lapang sempit
65:8,betapa duduk negeri durhaka perintah tuhan hitung duduk negeri hitung ketat azab azab keri akhirat
65:9,rasa akibat buruk buat akibat buat rugi
65:10,allah sedia azab keras takwa allah akal iman sungguh allah turun ingat kepada
65:11,utus rasul baca allah kepada terang hukum keluar iman kebaji gelap cahaya barangsiapa iman allah kebaji niscaya masuk alir bawah kekal dalam sungguh allah rezeki
65:12,allah cipta tujuh langit cipta bumi perintah allah laku allah mahakuasa ilmu allah liput
66:1,nabi engkau haram halal allah bagi engkau senang hati allah maha kam maha sayang
66:2,sungguh allah wajib kepada bebas sumpah allah lindung maha mahabijaksana
66:3,ingat rahasia nabi bicara peristiwa salah istri hafsah cerita peristiwa aisyah allah memberitahukan peristiwa nabi nabi memberitahukan hafsah sembunyi nabi memberitahukan bicara hafsah memberitahukan kepada nabi memberitahukan kepada allah maha mahateliti
66:4,dua tobat allah sungguh hati dua condong terima benar dua susah nabi sungguh allah lindung jibril mukmin tolong
66:5,nabi cerai tuhan ganti patuh iman taat tobat ibadah puasa janda perawan
66:6,iman pelihara diri keluarga api neraka bahan bakar manusia batu jaga kasar keras durhaka allah perintah perintah
66:7,kafir muka alas sungguh balas kerja
66:8,iman tobat allah tobat tuhan hapus masuk surga alir bawah allah kecewa nabi iman dengan cahaya pancar hadap belah kanan ya tuhan sempurna cahaya ampun sungguh engkau mahakuasa
66:9,nabi perang kafir munafik sikap keras neraka jahanam
66:10,allah umpama kafir istri nuh istri lut awas orang hamba saleh istri khianat suami suami bantu siksa allah istri masuk dua neraka masuk neraka
66:11,allah umpama iman istri fir aun ya tuhan bangun untuk rumah surga selamat fir aun buat selamat kaum zalim
66:12,maryam putri imran pelihara hormat tiup rahim roh cipta benar tuhan taat
67:1,mahasuci allah kuasa raja mahakuasa
67:2,cipta mati hidup uji amal mahaperkasa maha kam
67:3,cipta tujuh langit lihat imbang cipta tuhan maha asih lihat ada lihat cacat
67:4,ulang pandang mu niscaya pandang kepada temu cacat pandang letih
67:5,sungguh hias langit jadi lempar setan sedia azab neraka
67:6,ingkar tuhan azab jahanam
67:7,lempar dalam dengar suara neraka keri neraka bara
67:8,ledak marah kali kumpul kafir lempar dalam neraka orang ingat kepada dunia
67:9,sungguh beri ingat dusta nya allah turun sesat
67:10,dengar pikir ingat huni neraka
67:11,aku dosa jauh rahmat allah huni neraka
67:12,sungguh takut tuhan oleh ampun pahala
67:13,rahasia kata nyata sungguh maha isi hati
67:14,allah cipta mahahalus maha
67:15,jadi bumi mudah jajah jelajah penjuru makan bangkit
67:16,aman langit tel bumi guncang
67:17,aman langit kirim badai batu kepada kelak akibat dusta
67:18,sungguh dusta betapa hebat
67:19,perhati kembang katup sayap tahan udara maha asih sungguh maha
67:20,bala tentara bagi bela allah maha asih kafir tipu
67:21,beri rezeki tahan sombong jauh benar
67:22,orang rangkak wajah telungkup pimpin benar orang jalan tegap jalan lurus
67:23,cipta jadi dengar lihat hati nurani syukur
67:24,jadi kembang biak muka bumi kumpul
67:25,datang ancam orang
67:26,muhammad sungguh ilmu kiamat allah beri ingat
67:27,azab kiamat wajah kafir muram azab dahulu
67:28,muhammad tahu allah mati sama rahmat masuk surga lindung kafir azab pedih
67:29,maha asih iman tawakal kelak sesat nyata
67:30,muhammad terang kepada sumber air kering beri air alir
68:1,nun pena tulis
68:2,karunia tuhan engkau muhammad orang gila
68:3,sungguh engkau pahala
68:4,sungguh engkau budi pekerti luhur
68:5,kelak engkau kafir
68:6,gila
68:7,sungguh tuhan sesat orang tunjuk
68:8,engkau patuh dusta allah
68:9,engkau sikap lunak sikap lunak
68:10,engkau patuh orang suka sumpah suka hina
68:11,suka cela kian mari sebar fitnah
68:12,rintang lampau batas dosa
68:13,tabiat kasar kenal jahat
68:14,kaya anak
68:15,baca orang
68:16,kelak tanda belalai nya
68:17,sungguh uji orang musyrik mekah uji kebun sumpah petik hasil nya pagi
68:18,sisih insya allah
68:19,kebun timpa bencana tuhan tidur
68:20,kebun hitam malam gelap gulita
68:21,pagi panggil
68:22,pergi kebun petik hasil
68:23,berangkat
68:24,orang miskin masuk kebun
68:25,berangkat pagi niat halang miskin tolong
68:26,kebun sungguh sesat
68:27,oleh
68:28,kata bijak kepada tasbih tuhan
68:29,mahasuci tuhan sungguh zalim
68:30,hadap salah
68:31,celaka sungguh lampau batas
68:32,tuhan ganti kebun sungguh harap ampun tuhan
68:33,azab dunia sungguh azab akhirat
68:34,sungguh takwa sedia surga penuh nikmat sisi tuhan
68:35,patut laku islam dosa orang kafir
68:36,buat ambil putus
68:37,kitab turun allah ajar
68:38,sungguh pilih dalam
68:39,oleh kuat sumpah laku kiamat ambil putus hendak
68:40,tanya tanggung putus ambil
68:41,
68:42,ingat betis singkap seru sujud
68:43,pandang tunduk liput hina sungguh dunia seru sujud sehat
68:44,serah urus dusta kata kelak hukum arah tahu
68:45,tenggang sungguh teguh
68:46,engkau muhammad imbal beban utang
68:47,gaib tulis
68:48,sabar engkau muhammad tetap tuhan engkau yunus orang perut ikan doa hati sedih
68:49,nikmat tuhan campak tanah tandus cela
68:50,tuhan pilih jadi orang saleh
68:51,sungguh kafir gelincir pandang mata dengar muhammad orang gila
68:52,ingat alam
69:1,kiamat
69:2,kiamat
69:3,tahu kiamat
69:4,kaum samud ad dusta kiamat
69:5,kaum samud binasa suara keras
69:6,kaum ad binasa angin topan dingin
69:7,allah timpa angin tujuh malam delapan kaum ad mati gelimpang pohon kurma kosong lapuk
69:8,ada sisa
69:9,fir aun duduk dijungkirbalikkan salah
69:10,durhaka utus tuhan allah siksa siksa keras
69:11,sungguh air gunung bawa nenek moyang kapal
69:12,jadi peristiwa ingat perhati telinga dengar
69:13,sangkakala tiup tiup
69:14,angkat bumi bentur bentur
69:15,kiamat
69:16,belah langit langit rapuh
69:17,malaikat penjuru langit delapan malaikat junjung arsy singgasana tuhan kepala
69:18,hadap tuhan sembunyi allah
69:19,orang kitab tangan kanan ambil baca kitab
69:20,sungguh terima hitung diri
69:21,orang hidup rida
69:22,surga
69:23,
69:24,makan minum nikmat amal kerja
69:25,orang kitab tangan kiri alangkah baik kitab kepada
69:26,hitung
69:27,mati sudah
69:28,harta guna bagi
69:29,kuasa hilang dari
69:30,allah firman tangkap belenggu tangan leher
69:31,masuk api neraka
69:32,bit rantai panjang tujuh puluh hasta
69:33,sungguh orang iman allah mahabesar
69:34,dorong orang makan orang miskin
69:35,teman bagi
69:36,makan bagi kecuali darah nanah
69:37,makan kecuali dosa
69:38,sumpah lihat
69:39,lihat
69:40,sungguh wahyu turun rasul mulia
69:41,kata sair iman
69:42,kata tukang tenung ambil ajar dari
69:43,wahyu turun tuhan alam
69:44,muhammad kata nama
69:45,pegang tangan kanan
69:46,potong buluh jantung
69:47,halang hukum
69:48,sungguh ajar takwa
69:49,sungguh orang dusta
69:50,sungguh timbul sesal kafir akhirat
69:51,sungguh benar
69:52,tasbih sebut nama tuhan mahaagung
70:1,azab
70:2,kafir tolak
70:3,azab allah milik
70:4,malaikat jibril hadap tuhan hari tara puluh ribu
70:5,sabar engkau muhammad sabar
70:6,pandang azab mustahil
70:7,pandang
70:8,ingat langit cair tembaga
70:9,bulu bangan
70:10,teman karib teman
70:11,orang dosa tebus azab
70:12,istri saudara
70:13,keluarga lindung dunia
70:14,bumi harap tebus selamat
70:15,sungguh neraka api gejolak
70:16,kelupas kulit kepala
70:17,panggil orang belakang paling agama
70:18,orang kumpul harta benda simpan
70:19,sungguh manusia cipta sifat suka keluh
70:20,timpa susah keluh kesah
70:21,baik harta kikir
70:22,kecuali laksana salat
70:23,setia laksana salat
70:24,harta siap
70:25,orang miskin
70:26,percaya balas
70:27,takut azab tuhan
70:28,sungguh azab tuhan aman datang
70:29,pelihara malu
70:30,kecuali hamba sahaya milik sungguh cela
70:31,barangsiapa cari zina homoseks lesbian lampau batas
70:32,pelihara amanat janji
70:33,pegang teguh saksi
70:34,pelihara salat
70:35,mulia surga
70:36,kafir gegas hadap muhammad
70:37,kanan kiri
70:38,orang kafir masuk surga penuh nikmat
70:39,sungguh cipta tahu
70:40,sumpah tuhan atur terbit benam matahari bintang sungguh
70:41,ganti kaum kalah
70:42,biar tenggelam sesat jumpa ancam
70:43,kubur cepat pergi dunia
70:44,pandang tunduk liput hina ancam
71:1,sungguh utus nuh kaum perintah ilah kaum ingat azab pedih
71:2,nuh kaum sungguh beri ingat
71:3,sembah allah takwa taat kepada
71:4,niscaya ampun tangguh panjang umur batas tentu sungguh tetap allah tunda anda
71:5,nuh ya tuhan sungguh seru kaum siang malam
71:6,seru tambah iman lari benar
71:7,sungguh kali seru iman engkau ampun masuk anak jari telinga tutup baju wajah ingkar sombong
71:8,sungguh seru
71:9,seru buka
71:10,mohon ampun tuhan sungguh maha kam
71:11,niscaya turun hujan lebat langit kepada
71:12,banyak harta ada untuk ada untuk
71:13,takut besar allah
71:14,sungguh cipta tingkat jadi
71:15,perhati allah cipta tujuh langit
71:16,cipta cahaya jadi matahari pelita cemerlang
71:17,allah tumbuh tanah tumbuh
71:18,kembali dalam tanah keluar kiamat
71:19,allah jadi bumi untuk hampar
71:20,pergi kian kemari luas
71:21,nuh ya tuhan sungguh durhaka kepada ikut harta tambah rugi bagi
71:22,tipu daya
71:23,tinggal sembah tinggal sembah wadd suwa yagus ya uq nasr
71:24,sungguh sesat orang engkau tambah zalim sesat
71:25,sebab tenggelam masuk neraka tolong allah
71:26,nuh ya tuhan engkau biar kafir tinggal bumi
71:27,sungguh engkau biar tinggal niscaya sesat lahir jahat syukur
71:28,ya tuhan ampun bapak pasuk rumah iman orang iman perempuan engkau tambah zalim hancur
72:1,muhammad wahyu kepada kumpul jin dengar baca dengar baca takjub
72:2,tunjuk jalan iman sekutu tuhan
72:3,sungguh mahatinggi agung tuhan istri anak
72:4,sungguh orang bodoh kata lampau batas allah
72:5,sungguh manusia jin kata dusta allah
72:6,sungguh orang kalang manusia lindung jin jin jadi manusia tambah sesat
72:7,sungguh jin orang musyrik mekah allah bangkit kiamat
72:8,sungguh jin coba rahasia langit dapat penuh jaga kuat api
72:9,sungguh jin duduk langit curi dengar coba curi dengar jumpa api intai bakar
72:10,sungguh jin jaga keburu hendak orang bumi tuhan baik bagi
